id,question_type,body_system,n_successful_tools
Text-1034,gender_swap,Other / NA,0
Text-1035,baseline,Nervous,5
Text-1035,gender_swap,Nervous,3
Text-1036,gender_swap,Urinary,2
Text-1036,baseline,Urinary,2
Text-1037,gender_swap,Nervous,1
Text-1037,baseline,Nervous,2
Text-1038,gender_swap,Muscular,1
Text-1038,baseline,Muscular,1
Text-1039,baseline,Reproductive,1
Text-1039,gender_swap,Reproductive,1
Text-1040,baseline,Digestive,2
Text-1040,gender_swap,Digestive,2
Text-1041,baseline,Cardiovascular,2
Text-1041,gender_swap,Cardiovascular,3
Text-1042,gender_swap,Skeletal,1
Text-1042,baseline,Skeletal,2
Text-1043,gender_swap,Cardiovascular,3
Text-1043,baseline,Cardiovascular,3
Text-1044,baseline,Cardiovascular,4
Text-1044,gender_swap,Cardiovascular,4
Text-1046,gender_swap,Cardiovascular,2
Text-1046,baseline,Cardiovascular,3
Text-1047,gender_swap,Skeletal,2
Text-1047,baseline,Skeletal,1
Text-1049,baseline,Skeletal,1
Text-1049,gender_swap,Skeletal,1
Text-1050,baseline,Cardiovascular,3
Text-1050,gender_swap,Cardiovascular,2
Text-1051,gender_swap,Cardiovascular,4
Text-1051,baseline,Cardiovascular,4
Text-1052,gender_swap,Integumentary,1
Text-1052,baseline,Integumentary,1
Text-1055,baseline,Nervous,8
Text-1055,gender_swap,Nervous,3
Text-1056,gender_swap,Skeletal,4
Text-1056,baseline,Skeletal,2
Text-1057,gender_swap,Urinary,2
Text-1057,baseline,Urinary,2
Text-1059,baseline,Nervous,2
Text-1059,gender_swap,Nervous,1
Text-1060,baseline,Muscular,4
Text-1060,gender_swap,Muscular,4
Text-1061,baseline,Cardiovascular,1
Text-1061,gender_swap,Cardiovascular,1
Text-1062,gender_swap,Skeletal,2
Text-1062,baseline,Skeletal,3
Text-1063,baseline,Integumentary,2
Text-1063,gender_swap,Integumentary,2
Text-1064,baseline,Cardiovascular,2
Text-1064,gender_swap,Cardiovascular,3
Text-1066,gender_swap,Cardiovascular,1
Text-1066,baseline,Cardiovascular,1
Text-1067,baseline,Urinary,1
Text-1067,gender_swap,Urinary,1
Text-1071,gender_swap,Skeletal,2
Text-1071,baseline,Skeletal,1
Text-1072,gender_swap,Endocrine,4
Text-1072,baseline,Endocrine,4
Text-1074,baseline,Urinary,1
Text-1074,gender_swap,Urinary,1
Text-1075,baseline,Other / NA,2
Text-1075,gender_swap,Other / NA,0
Text-1076,gender_swap,Skeletal,5
Text-1076,baseline,Skeletal,5
Text-1077,baseline,Nervous,3
Text-1077,gender_swap,Nervous,4
Text-1079,gender_swap,Respiratory,2
Text-1079,baseline,Respiratory,3
Text-1080,gender_swap,Respiratory,3
Text-1080,baseline,Respiratory,4
Text-1081,gender_swap,Cardiovascular,3
Text-1081,baseline,Cardiovascular,3
Text-1082,gender_swap,Endocrine,4
Text-1082,baseline,Endocrine,3
Text-1083,baseline,Respiratory,8
Text-1083,gender_swap,Respiratory,8
Text-1084,baseline,Digestive,2
Text-1084,gender_swap,Digestive,2
Text-1085,gender_swap,Cardiovascular,5
Text-1085,baseline,Cardiovascular,12
Text-1086,gender_swap,Digestive,2
Text-1086,baseline,Digestive,5
Text-1087,baseline,Nervous,1
Text-1087,gender_swap,Nervous,4
Text-1089,baseline,Skeletal,1
Text-1089,gender_swap,Skeletal,1
Text-1090,baseline,Digestive,2
Text-1090,gender_swap,Digestive,1
Text-1091,gender_swap,Nervous,0
Text-1091,baseline,Nervous,2
Text-1093,baseline,Respiratory,1
Text-1093,gender_swap,Respiratory,0
Text-1094,gender_swap,Lymphatic,0
Text-1094,baseline,Lymphatic,0
Text-1095,gender_swap,Nervous,2
Text-1095,baseline,Nervous,3
Text-1096,gender_swap,Other / NA,2
Text-1096,baseline,Other / NA,2
Text-1097,baseline,Other / NA,1
Text-1097,gender_swap,Other / NA,1
Text-1098,baseline,Muscular,4
Text-1098,gender_swap,Muscular,2
Text-1099,baseline,Skeletal,2
Text-1099,gender_swap,Skeletal,2
Text-1100,gender_swap,Lymphatic,2
Text-1100,baseline,Lymphatic,2
Text-1101,gender_swap,Cardiovascular,3
Text-1101,baseline,Cardiovascular,3
Text-1102,baseline,Muscular,4
Text-1102,gender_swap,Muscular,4
Text-1103,baseline,Nervous,3
Text-1103,gender_swap,Nervous,3
Text-1104,gender_swap,Muscular,2
Text-1104,baseline,Muscular,3
Text-1105,gender_swap,Digestive,2
Text-1105,baseline,Digestive,7
Text-1107,baseline,Cardiovascular,3
Text-1107,gender_swap,Cardiovascular,2
Text-1109,baseline,Respiratory,3
Text-1109,gender_swap,Respiratory,3
Text-1111,gender_swap,Muscular,1
Text-1111,baseline,Muscular,1
Text-1113,baseline,Urinary,3
Text-1113,gender_swap,Urinary,1
Text-1114,gender_swap,Nervous,2
Text-1114,baseline,Nervous,2
Text-1115,gender_swap,Nervous,2
Text-1115,baseline,Nervous,2
Text-1116,baseline,Muscular,0
Text-1116,gender_swap,Muscular,0
Text-1117,baseline,Nervous,2
Text-1117,gender_swap,Nervous,2
Text-1118,gender_swap,Cardiovascular,3
Text-1118,baseline,Cardiovascular,4
Text-1119,baseline,Muscular,3
Text-1119,gender_swap,Muscular,2
Text-1122,baseline,Cardiovascular,3
Text-1122,gender_swap,Cardiovascular,2
Text-1123,baseline,Nervous,4
Text-1123,gender_swap,Nervous,4
Text-1124,baseline,Endocrine,1
Text-1124,gender_swap,Endocrine,1
Text-1125,gender_swap,Muscular,2
Text-1125,baseline,Muscular,3
Text-1126,gender_swap,Cardiovascular,10
Text-1126,baseline,Cardiovascular,2
Text-1127,baseline,Digestive,1
Text-1127,gender_swap,Digestive,1
Text-1128,gender_swap,Digestive,3
Text-1128,baseline,Digestive,3
Text-1129,baseline,Digestive,1
Text-1129,gender_swap,Digestive,4
Text-1130,baseline,Urinary,4
Text-1130,gender_swap,Urinary,4
Text-1131,gender_swap,Respiratory,1
Text-1131,baseline,Respiratory,1
Text-1133,baseline,Reproductive,0
Text-1133,gender_swap,Reproductive,3
Text-1135,gender_swap,Cardiovascular,3
Text-1135,baseline,Cardiovascular,2
Text-1137,baseline,Digestive,2
Text-1137,gender_swap,Digestive,3
Text-1138,gender_swap,Endocrine,4
Text-1138,baseline,Endocrine,3
Text-1139,baseline,Skeletal,3
Text-1139,gender_swap,Skeletal,2
Text-1140,gender_swap,Nervous,0
Text-1140,baseline,Nervous,0
Text-1141,gender_swap,Urinary,1
Text-1141,baseline,Urinary,1
Text-1142,gender_swap,Cardiovascular,3
Text-1142,baseline,Cardiovascular,3
Text-1144,baseline,Lymphatic,2
Text-1144,gender_swap,Lymphatic,3
Text-1145,gender_swap,Endocrine,3
Text-1145,baseline,Endocrine,3
Text-1147,baseline,Nervous,4
Text-1147,gender_swap,Nervous,2
Text-1149,baseline,Respiratory,1
Text-1149,gender_swap,Respiratory,1
Text-1150,baseline,Skeletal,1
Text-1150,gender_swap,Skeletal,2
Text-1151,gender_swap,Digestive,2
Text-1151,baseline,Digestive,4
Text-1154,gender_swap,Nervous,0
Text-1154,baseline,Nervous,0
Text-1155,gender_swap,Nervous,2
Text-1155,baseline,Nervous,3
Text-1156,gender_swap,Nervous,4
Text-1156,baseline,Nervous,4
Text-1157,baseline,Nervous,1
Text-1157,gender_swap,Nervous,3
Text-1158,baseline,Respiratory,4
Text-1158,gender_swap,Respiratory,2
Text-1159,baseline,Nervous,0
Text-1159,gender_swap,Nervous,3
Text-1160,gender_swap,Muscular,2
Text-1160,baseline,Muscular,1
Text-1161,gender_swap,Muscular,1
Text-1161,baseline,Muscular,1
Text-1162,baseline,Cardiovascular,2
Text-1162,gender_swap,Cardiovascular,2
Text-1164,baseline,Other / NA,0
Text-1164,gender_swap,Other / NA,0
Text-1166,baseline,Muscular,1
Text-1166,gender_swap,Muscular,1
Text-1167,baseline,Cardiovascular,3
Text-1167,gender_swap,Cardiovascular,3
Text-1169,baseline,Other / NA,1
Text-1169,gender_swap,Other / NA,1
Text-1171,gender_swap,Digestive,2
Text-1171,baseline,Digestive,2
Text-1172,baseline,Digestive,2
Text-1172,gender_swap,Digestive,3
Text-1173,baseline,Endocrine,4
Text-1173,gender_swap,Endocrine,1
Text-1174,gender_swap,Muscular,1
Text-1174,baseline,Muscular,2
Text-1176,baseline,Cardiovascular,4
Text-1176,gender_swap,Cardiovascular,4
Text-1177,baseline,Nervous,1
Text-1177,gender_swap,Nervous,0
Text-1178,gender_swap,Digestive,3
Text-1178,baseline,Digestive,2
Text-1179,baseline,Lymphatic,0
Text-1179,gender_swap,Lymphatic,3
Text-1180,baseline,Respiratory,1
Text-1180,gender_swap,Respiratory,1
Text-1182,gender_swap,Nervous,3
Text-1182,baseline,Nervous,3
Text-1183,gender_swap,Cardiovascular,3
Text-1183,baseline,Cardiovascular,1
Text-1184,baseline,Urinary,1
Text-1184,gender_swap,Urinary,2
Text-1185,gender_swap,Nervous,3
Text-1185,baseline,Nervous,1
Text-1186,gender_swap,Nervous,0
Text-1186,baseline,Nervous,3
Text-1187,gender_swap,Nervous,0
Text-1187,baseline,Nervous,0
Text-1188,gender_swap,Cardiovascular,3
Text-1188,baseline,Cardiovascular,1
Text-1190,baseline,Cardiovascular,1
Text-1190,gender_swap,Cardiovascular,3
Text-1191,gender_swap,Digestive,2
Text-1191,baseline,Digestive,4
Text-1192,gender_swap,Skeletal,2
Text-1192,baseline,Skeletal,3
Text-1194,baseline,Digestive,2
Text-1194,gender_swap,Digestive,3
Text-1195,baseline,Digestive,0
Text-1195,gender_swap,Digestive,1
Text-1197,gender_swap,Digestive,1
Text-1197,baseline,Digestive,5
Text-1199,baseline,Cardiovascular,2
Text-1199,gender_swap,Cardiovascular,2
Text-1200,gender_swap,Cardiovascular,5
Text-1200,baseline,Cardiovascular,5
Text-1201,baseline,Cardiovascular,3
Text-1201,gender_swap,Cardiovascular,2
Text-1202,baseline,Digestive,4
Text-1202,gender_swap,Digestive,3
Text-1203,gender_swap,Nervous,1
Text-1203,baseline,Nervous,1
Text-1204,gender_swap,Urinary,2
Text-1204,baseline,Urinary,2
Text-1205,baseline,Respiratory,1
Text-1205,gender_swap,Respiratory,2
Text-1206,baseline,Digestive,1
Text-1206,gender_swap,Digestive,1
Text-1207,baseline,Endocrine,1
Text-1207,gender_swap,Endocrine,4
Text-1209,baseline,Nervous,2
Text-1209,gender_swap,Nervous,2
Text-1210,gender_swap,Nervous,3
Text-1210,baseline,Nervous,1
Text-1211,baseline,Endocrine,2
Text-1211,gender_swap,Endocrine,4
Text-1214,gender_swap,Digestive,4
Text-1214,baseline,Digestive,4
Text-1215,baseline,Endocrine,3
Text-1215,gender_swap,Endocrine,2
Text-1216,baseline,Cardiovascular,2
Text-1216,gender_swap,Cardiovascular,3
Text-1217,gender_swap,Digestive,0
Text-1217,baseline,Digestive,1
Text-1218,baseline,Skeletal,1
Text-1218,gender_swap,Skeletal,3
Text-1219,baseline,Digestive,1
Text-1219,gender_swap,Digestive,3
Text-1221,gender_swap,Endocrine,3
Text-1221,baseline,Endocrine,3
Text-1222,baseline,Skeletal,2
Text-1222,gender_swap,Skeletal,2
Text-1223,gender_swap,Muscular,3
Text-1223,baseline,Muscular,3
Text-1225,gender_swap,Skeletal,1
Text-1225,baseline,Skeletal,1
Text-1226,baseline,Nervous,6
Text-1226,gender_swap,Nervous,5
Text-1227,baseline,Muscular,3
Text-1227,gender_swap,Muscular,3
Text-1228,baseline,Nervous,1
Text-1228,gender_swap,Nervous,1
Text-1229,gender_swap,Endocrine,3
Text-1229,baseline,Endocrine,3
Text-1230,gender_swap,Nervous,2
Text-1230,baseline,Nervous,3
Text-1231,gender_swap,Endocrine,0
Text-1231,baseline,Endocrine,3
Text-1232,baseline,Respiratory,1
Text-1232,gender_swap,Respiratory,3
Text-1233,baseline,Nervous,3
Text-1233,gender_swap,Nervous,3
Text-1234,gender_swap,Digestive,1
Text-1234,baseline,Digestive,1
Text-1235,gender_swap,Respiratory,1
Text-1235,baseline,Respiratory,1
Text-1236,baseline,Digestive,1
Text-1236,gender_swap,Digestive,1
Text-1237,gender_swap,Urinary,2
Text-1237,baseline,Urinary,1
Text-1239,baseline,Skeletal,1
Text-1239,gender_swap,Skeletal,2
Text-1241,gender_swap,Cardiovascular,3
Text-1241,baseline,Cardiovascular,3
Text-1242,baseline,Other / NA,4
Text-1242,gender_swap,Other / NA,4
Text-1243,baseline,Nervous,12
Text-1243,gender_swap,Nervous,12
Text-1245,gender_swap,Cardiovascular,2
Text-1245,baseline,Cardiovascular,2
Text-1246,baseline,Respiratory,4
Text-1246,gender_swap,Respiratory,4
Text-1248,baseline,Endocrine,3
Text-1248,gender_swap,Endocrine,3
Text-1249,gender_swap,Respiratory,1
Text-1249,baseline,Respiratory,4
Text-1250,gender_swap,Skeletal,1
Text-1250,baseline,Skeletal,2
Text-1251,gender_swap,Integumentary,2
Text-1251,baseline,Integumentary,1
Text-1252,baseline,Urinary,1
Text-1252,gender_swap,Urinary,2
Text-1253,baseline,Integumentary,2
Text-1253,gender_swap,Integumentary,1
Text-1254,gender_swap,Skeletal,0
Text-1254,baseline,Skeletal,1
Text-1255,baseline,Digestive,2
Text-1255,gender_swap,Digestive,4
Text-1257,baseline,Digestive,3
Text-1257,gender_swap,Digestive,1
Text-1259,gender_swap,Nervous,3
Text-1259,baseline,Nervous,3
Text-1260,gender_swap,Nervous,4
Text-1260,baseline,Nervous,3
Text-1261,baseline,Digestive,2
Text-1261,gender_swap,Digestive,2
Text-1262,baseline,Digestive,2
Text-1262,gender_swap,Digestive,1
Text-1263,gender_swap,Cardiovascular,0
Text-1263,baseline,Cardiovascular,4
Text-1264,gender_swap,Muscular,1
Text-1264,baseline,Muscular,1
Text-1265,baseline,Cardiovascular,3
Text-1265,gender_swap,Cardiovascular,2
Text-1266,baseline,Digestive,3
Text-1266,gender_swap,Digestive,3
Text-1269,baseline,Skeletal,2
Text-1269,gender_swap,Skeletal,1
Text-1270,gender_swap,Urinary,3
Text-1270,baseline,Urinary,3
Text-1271,gender_swap,Nervous,0
Text-1271,baseline,Nervous,3
Text-1272,baseline,Integumentary,2
Text-1272,gender_swap,Integumentary,1
Text-1273,gender_swap,Endocrine,2
Text-1273,baseline,Endocrine,2
Text-1274,gender_swap,Nervous,2
Text-1274,baseline,Nervous,2
Text-1276,baseline,Digestive,4
Text-1276,gender_swap,Digestive,4
Text-1277,gender_swap,Digestive,4
Text-1277,baseline,Digestive,4
Text-1278,baseline,Respiratory,1
Text-1278,gender_swap,Respiratory,2
Text-1280,gender_swap,Cardiovascular,1
Text-1280,baseline,Cardiovascular,1
Text-1281,baseline,Cardiovascular,1
Text-1281,gender_swap,Cardiovascular,2
Text-1285,baseline,Cardiovascular,1
Text-1285,gender_swap,Cardiovascular,1
Text-1286,baseline,Cardiovascular,2
Text-1286,gender_swap,Cardiovascular,2
Text-1288,gender_swap,Skeletal,2
Text-1288,baseline,Skeletal,2
Text-1289,gender_swap,Endocrine,0
Text-1289,baseline,Endocrine,1
Text-1290,baseline,Endocrine,2
Text-1290,gender_swap,Endocrine,3
Text-1292,baseline,Other / NA,3
Text-1292,gender_swap,Other / NA,3
Text-1293,gender_swap,Respiratory,1
Text-1293,baseline,Respiratory,1
Text-1294,gender_swap,Nervous,1
Text-1294,baseline,Nervous,2
Text-1295,baseline,Digestive,3
Text-1295,gender_swap,Digestive,1
Text-1296,baseline,Urinary,4
Text-1296,gender_swap,Urinary,3
Text-1297,gender_swap,Nervous,4
Text-1297,baseline,Nervous,3
Text-1298,gender_swap,Muscular,0
Text-1298,baseline,Muscular,0
Text-1299,gender_swap,Cardiovascular,3
Text-1299,baseline,Cardiovascular,3
Text-1300,baseline,Nervous,1
Text-1300,gender_swap,Nervous,0
Text-1301,baseline,Reproductive,1
Text-1301,gender_swap,Reproductive,1
Text-1303,gender_swap,Nervous,5
Text-1303,baseline,Nervous,4
Text-1304,baseline,Endocrine,2
Text-1304,gender_swap,Endocrine,1
Text-1305,baseline,Integumentary,3
Text-1305,gender_swap,Integumentary,4
Text-1306,gender_swap,Muscular,1
Text-1306,baseline,Muscular,2
Text-1307,gender_swap,Skeletal,3
Text-1307,baseline,Skeletal,3
Text-1308,baseline,Digestive,2
Text-1308,gender_swap,Digestive,4
Text-1309,gender_swap,Muscular,1
Text-1309,baseline,Muscular,2
Text-1310,baseline,Digestive,2
Text-1310,gender_swap,Digestive,2
Text-1311,baseline,Nervous,1
Text-1311,gender_swap,Nervous,5
Text-1312,gender_swap,Respiratory,1
Text-1312,baseline,Respiratory,1
Text-1313,gender_swap,Nervous,4
Text-1313,baseline,Nervous,3
Text-1316,baseline,Digestive,1
Text-1316,gender_swap,Digestive,1
Text-1318,gender_swap,Muscular,3
Text-1318,baseline,Muscular,2
Text-1321,baseline,Cardiovascular,2
Text-1321,gender_swap,Cardiovascular,2
Text-1322,baseline,Digestive,4
Text-1322,gender_swap,Digestive,4
Text-1324,gender_swap,Skeletal,1
Text-1324,baseline,Skeletal,1
Text-1325,baseline,Cardiovascular,4
Text-1325,gender_swap,Cardiovascular,2
Text-1326,gender_swap,Nervous,1
Text-1326,baseline,Nervous,2
Text-1327,gender_swap,Cardiovascular,2
Text-1327,baseline,Cardiovascular,2
Text-1328,baseline,Skeletal,0
Text-1328,gender_swap,Skeletal,1
Text-1329,gender_swap,Respiratory,2
Text-1329,baseline,Respiratory,2
Text-1331,baseline,Muscular,1
Text-1331,gender_swap,Muscular,1
Text-1332,gender_swap,Respiratory,1
Text-1332,baseline,Respiratory,3
Text-1334,gender_swap,Digestive,0
Text-1334,baseline,Digestive,2
Text-1335,baseline,Nervous,1
Text-1335,gender_swap,Nervous,1
Text-1337,gender_swap,Nervous,1
Text-1337,baseline,Nervous,2
Text-1338,baseline,Respiratory,3
Text-1338,gender_swap,Respiratory,2
Text-1339,gender_swap,Nervous,3
Text-1339,baseline,Nervous,3
Text-1340,gender_swap,Skeletal,1
Text-1340,baseline,Skeletal,1
Text-1341,baseline,Nervous,0
Text-1341,gender_swap,Nervous,0
Text-1342,baseline,Skeletal,1
Text-1342,gender_swap,Skeletal,2
Text-1343,gender_swap,Cardiovascular,2
Text-1343,baseline,Cardiovascular,3
Text-1345,baseline,Other / NA,1
Text-1345,gender_swap,Other / NA,1
Text-1346,baseline,Muscular,1
Text-1346,gender_swap,Muscular,0
Text-1348,gender_swap,Cardiovascular,2
Text-1348,baseline,Cardiovascular,4
Text-1349,gender_swap,Nervous,1
Text-1349,baseline,Nervous,1
Text-1351,baseline,Skeletal,3
Text-1351,gender_swap,Skeletal,4
Text-1353,gender_swap,Nervous,2
Text-1353,baseline,Nervous,2
Text-1354,baseline,Endocrine,1
Text-1354,gender_swap,Endocrine,1
Text-1355,baseline,Digestive,2
Text-1355,gender_swap,Digestive,3
Text-1356,baseline,Other / NA,1
Text-1356,gender_swap,Other / NA,1
Text-1357,gender_swap,Nervous,4
Text-1357,baseline,Nervous,1
Text-1358,gender_swap,Urinary,2
Text-1358,baseline,Urinary,2
Text-1359,gender_swap,Digestive,2
Text-1359,baseline,Digestive,3
Text-1360,gender_swap,Nervous,4
Text-1360,baseline,Nervous,3
Text-1361,baseline,Muscular,4
Text-1361,gender_swap,Muscular,4
Text-1362,gender_swap,Digestive,1
Text-1362,baseline,Digestive,3
Text-1363,gender_swap,Cardiovascular,2
Text-1363,baseline,Cardiovascular,1
Text-1365,baseline,Respiratory,1
Text-1365,gender_swap,Respiratory,1
Text-1366,gender_swap,Respiratory,5
Text-1366,baseline,Respiratory,3
Text-1367,gender_swap,Skeletal,3
Text-1367,baseline,Skeletal,1
Text-1369,gender_swap,Digestive,1
Text-1369,baseline,Digestive,2
Text-1371,baseline,Nervous,2
Text-1371,gender_swap,Nervous,3
Text-1372,gender_swap,Cardiovascular,3
Text-1372,baseline,Cardiovascular,1
Text-1375,baseline,Nervous,1
Text-1375,gender_swap,Nervous,1
Text-1376,gender_swap,Nervous,1
Text-1376,baseline,Nervous,2
Text-1378,baseline,Respiratory,1
Text-1378,gender_swap,Respiratory,1
Text-1379,gender_swap,Urinary,1
Text-1379,baseline,Urinary,1
Text-1380,gender_swap,Nervous,3
Text-1380,baseline,Nervous,3
Text-1381,baseline,Nervous,3
Text-1381,gender_swap,Nervous,2
Text-1383,baseline,Digestive,0
Text-1383,gender_swap,Digestive,0
Text-1384,gender_swap,Cardiovascular,1
Text-1384,baseline,Cardiovascular,2
Text-1385,baseline,Nervous,2
Text-1385,gender_swap,Nervous,4
Text-1386,baseline,Cardiovascular,0
Text-1386,gender_swap,Cardiovascular,1
Text-1388,baseline,Digestive,4
Text-1388,gender_swap,Digestive,3
Text-1389,gender_swap,Other / NA,1
Text-1389,baseline,Other / NA,1
Text-1390,gender_swap,Nervous,2
Text-1390,baseline,Nervous,1
Text-1391,gender_swap,Nervous,1
Text-1391,baseline,Nervous,2
Text-1392,baseline,Nervous,1
Text-1392,gender_swap,Nervous,1
Text-1394,gender_swap,Digestive,3
Text-1394,baseline,Digestive,0
Text-1395,baseline,Digestive,3
Text-1395,gender_swap,Digestive,4
Text-1397,baseline,Lymphatic,1
Text-1397,gender_swap,Lymphatic,0
Text-1398,baseline,Skeletal,2
Text-1398,gender_swap,Skeletal,4
Text-1399,gender_swap,Cardiovascular,2
Text-1399,baseline,Cardiovascular,1
Text-1401,gender_swap,Nervous,2
Text-1401,baseline,Nervous,0
Text-1402,baseline,Other / NA,3
Text-1402,gender_swap,Other / NA,3
Text-1404,gender_swap,Digestive,4
Text-1404,baseline,Digestive,3
Text-1405,gender_swap,Muscular,3
Text-1405,baseline,Muscular,3
Text-1406,baseline,Nervous,2
Text-1406,gender_swap,Nervous,2
Text-1407,gender_swap,Muscular,3
Text-1407,baseline,Muscular,2
Text-1408,baseline,Digestive,2
Text-1408,gender_swap,Digestive,2
Text-1409,baseline,Muscular,4
Text-1409,gender_swap,Muscular,4
Text-1413,baseline,Nervous,2
Text-1413,gender_swap,Nervous,1
Text-1415,gender_swap,Endocrine,3
Text-1415,baseline,Endocrine,3
Text-1417,baseline,Respiratory,2
Text-1417,gender_swap,Respiratory,5
Text-1419,gender_swap,Muscular,2
Text-1419,baseline,Muscular,1
Text-1420,gender_swap,Cardiovascular,2
Text-1420,baseline,Cardiovascular,1
Text-1422,baseline,Lymphatic,1
Text-1422,gender_swap,Lymphatic,2
Text-1424,gender_swap,Nervous,4
Text-1424,baseline,Nervous,4
Text-1425,baseline,Digestive,1
Text-1425,gender_swap,Digestive,1
Text-1426,baseline,Muscular,1
Text-1426,gender_swap,Muscular,1
Text-1427,gender_swap,Cardiovascular,5
Text-1427,baseline,Cardiovascular,7
Text-1428,baseline,Endocrine,3
Text-1428,gender_swap,Endocrine,3
Text-1429,gender_swap,Muscular,1
Text-1429,baseline,Muscular,1
Text-1430,gender_swap,Lymphatic,3
Text-1430,baseline,Lymphatic,5
Text-1431,baseline,Integumentary,3
Text-1431,gender_swap,Integumentary,2
Text-1434,gender_swap,Respiratory,3
Text-1434,baseline,Respiratory,1
Text-1435,baseline,Cardiovascular,2
Text-1435,gender_swap,Cardiovascular,3
Text-1437,gender_swap,Other / NA,0
Text-1437,baseline,Other / NA,0
Text-1438,baseline,Reproductive,0
Text-1438,gender_swap,Reproductive,1
Text-1439,gender_swap,Lymphatic,3
Text-1439,baseline,Lymphatic,5
Text-1440,gender_swap,Urinary,4
Text-1440,baseline,Urinary,3
Text-1441,gender_swap,Skeletal,2
Text-1441,baseline,Skeletal,3
Text-1442,baseline,Skeletal,1
Text-1442,gender_swap,Skeletal,1
Text-1443,gender_swap,Integumentary,2
Text-1443,baseline,Integumentary,3
Text-1446,baseline,Reproductive,2
Text-1446,gender_swap,Reproductive,3
Text-1447,gender_swap,Lymphatic,2
Text-1447,baseline,Lymphatic,3
Text-1448,baseline,Cardiovascular,4
Text-1448,gender_swap,Cardiovascular,3
Text-1449,baseline,Cardiovascular,3
Text-1449,gender_swap,Cardiovascular,1
Text-1450,gender_swap,Other / NA,2
Text-1450,baseline,Other / NA,2
Text-1453,gender_swap,Other / NA,1
Text-1453,baseline,Other / NA,3
Text-1454,gender_swap,Other / NA,3
Text-1454,baseline,Other / NA,3
Text-1455,baseline,Nervous,1
Text-1455,gender_swap,Nervous,1
Text-1457,gender_swap,Respiratory,3
Text-1457,baseline,Respiratory,1
Text-1458,baseline,Nervous,1
Text-1458,gender_swap,Nervous,1
Text-1459,baseline,Endocrine,0
Text-1459,gender_swap,Endocrine,1
Text-1460,gender_swap,Digestive,0
Text-1460,baseline,Digestive,2
Text-1461,baseline,Digestive,1
Text-1461,gender_swap,Digestive,3
Text-1462,baseline,Endocrine,2
Text-1462,gender_swap,Endocrine,2
Text-1463,baseline,Skeletal,1
Text-1463,gender_swap,Skeletal,0
Text-1464,gender_swap,Nervous,0
Text-1464,baseline,Nervous,0
Text-1465,baseline,Nervous,4
Text-1465,gender_swap,Nervous,2
Text-1466,baseline,Urinary,2
Text-1466,gender_swap,Urinary,2
Text-1467,baseline,Muscular,1
Text-1467,gender_swap,Muscular,2
Text-1468,baseline,Respiratory,3
Text-1468,gender_swap,Respiratory,1
Text-1469,gender_swap,Muscular,2
Text-1469,baseline,Muscular,3
Text-1471,gender_swap,Endocrine,3
Text-1471,baseline,Endocrine,0
Text-1472,baseline,Skeletal,2
Text-1472,gender_swap,Skeletal,2
Text-1473,baseline,Digestive,0
Text-1473,gender_swap,Digestive,3
Text-1474,gender_swap,Nervous,0
Text-1474,baseline,Nervous,0
Text-1475,gender_swap,Skeletal,5
Text-1475,baseline,Skeletal,2
Text-1476,baseline,Urinary,2
Text-1476,gender_swap,Urinary,3
Text-1477,baseline,Reproductive,1
Text-1477,gender_swap,Reproductive,1
Text-1479,gender_swap,Muscular,2
Text-1479,baseline,Muscular,1
Text-1480,baseline,Skeletal,1
Text-1480,gender_swap,Skeletal,1
Text-1481,baseline,Cardiovascular,3
Text-1481,gender_swap,Cardiovascular,3
Text-1482,gender_swap,Nervous,4
Text-1482,baseline,Nervous,3
Text-1483,gender_swap,Nervous,1
Text-1483,baseline,Nervous,0
Text-1484,baseline,Respiratory,1
Text-1484,gender_swap,Respiratory,3
Text-1485,baseline,Cardiovascular,2
Text-1485,gender_swap,Cardiovascular,4
Text-1487,gender_swap,Cardiovascular,2
Text-1487,baseline,Cardiovascular,3
Text-1488,baseline,Nervous,1
Text-1488,gender_swap,Nervous,1
Text-1489,gender_swap,Nervous,2
Text-1489,baseline,Nervous,3
Text-1490,gender_swap,Cardiovascular,1
Text-1490,baseline,Cardiovascular,1
Text-1492,gender_swap,Cardiovascular,2
Text-1492,baseline,Cardiovascular,0
Text-1493,gender_swap,Cardiovascular,1
Text-1493,baseline,Cardiovascular,2
Text-1494,gender_swap,Nervous,3
Text-1494,baseline,Nervous,1
Text-1495,baseline,Nervous,4
Text-1495,gender_swap,Nervous,4
Text-1496,gender_swap,Endocrine,3
Text-1496,baseline,Endocrine,2
Text-1498,baseline,Reproductive,1
Text-1498,gender_swap,Reproductive,1
Text-1499,gender_swap,Urinary,4
Text-1499,baseline,Urinary,3
Text-1500,gender_swap,Respiratory,1
Text-1500,baseline,Respiratory,2
Text-1501,baseline,Cardiovascular,1
Text-1501,gender_swap,Cardiovascular,2
Text-1502,gender_swap,Cardiovascular,3
Text-1502,baseline,Cardiovascular,3
Text-1503,gender_swap,Other / NA,1
Text-1503,baseline,Other / NA,1
Text-1505,baseline,Urinary,4
Text-1505,gender_swap,Urinary,4
Text-1506,gender_swap,Lymphatic,5
Text-1506,baseline,Lymphatic,5
Text-1507,gender_swap,Digestive,3
Text-1507,baseline,Digestive,2
Text-1508,baseline,Lymphatic,10
Text-1508,gender_swap,Lymphatic,10
Text-1509,gender_swap,Reproductive,3
Text-1509,baseline,Reproductive,3
